mol_canonical_id,mol_id,mol_name,smiles
MOL_9cc66349fcbe,Target_lig_1058,NRAS SAR 8,Clc1ccc(cc1)c1nnc(o1)c1nc2ccccc2c(n1)c1ccc(cc1)N(C)C
MOL_8e5d0d95774b,Target_lig_111,"3-methyl-7-(2-(piperidin-1-yl)ethyl)-1H-purine-2,6(3H,7H)-dione",CN1C2=C(C(=O)NC1=O)N(C=N2)CCN3CCCCC3
MOL_717d3e0430f5,Target_lig_861,SMN2_compound_3,CN1CCN(CC1)c1ccc2c(c1)oc(=O)c(c2)c1ccccc1Cl
MOL_411d8b60d1ef,Target_lig_208,hydroxymethyl_piperidinyl_butyl,c1c(ccc2Sc3ccccc3N(c12)CCCCN1CCC[C@H](C1)CO)C(=O)C
MOL_7c7a7d387d71,Target_lig_728,Aniline_analog_4,COC1=C(C=C(C=C1)NCC(CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br)O)OC
MOL_5bcb03f1c059,Target_lig_1204,Neamine_derivative_19,N[C@@H]1C[C@H](N)[C@H]([C@@H]([C@H]1OSc1cncnc1)O)O
MOL_e10130997e5c,Target_lig_765,Neomycin-3d,NCC1OC(OC2C(Cn3nnc(c3)CCC(=O)Nc3cccc(c3)c3csc(n3)NC(=O)c3ccc(cc3)N)OC(C2O)OC2C(O)C(N)CC(C2OC2OC(CN)C(C(C2N)O)O)N)C(C(C1O)O)N
MOL_984038fc42ea,Target_lig_1257,Benzimidazole 13 / Isis-13,C[NH+](C)CC1CNC2=[NH+]C3=CC=C4OCC(C[NH+](C)C)CC4=C3N2C1
MOL_1620ea31f6e5,Target_lig_857,DM1_compound5,CN(CCCNc1nc(NCCCCCCNC(=O)CC2=CCC(=N2)NC(=O)CC2=CCC(=N2)NC(=O)CCCCCCNc2nc(N)nc(n2)N)nc(n1)N)C
MOL_f826dd8811e8,Target_lig_82,"5,6-dimethyl-1H-1,3-benzodiazole",CC1=CC2=C(C=C1C)N=CN2
MOL_80b7147571c1,Target_lig_223,Azithromycin,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O
MOL_28065cf0db5d,Target_lig_609,SL3 RNA_ligand6,C1=CC=C(C=C1)C[N+]2=CC=C(C=C2)C(=O)N/N=C\C3=CC=C(C=C3)Br
MOL_9666dc4f0fa5,Target_lig_65,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N
MOL_c5a03613c6c5,Target_lig_554,3-deoxy-D-Adenosine,C1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C(N=CN=C32)N)CO
MOL_0b17ad5b755c,Target_lig_156,xanthine,CN1C(=O)C2=C(NC1=O)N=CN2
MOL_a2c2790e2d7a,Target_lig_1024,SMC1,OC(COP(=O)(OC1C(O)C(OC1n1cnc2c1ncnc2N)COP(=O)(OC1C(O)C(OC1n1cnc2c1ncnc2N)COP(=O)(OC1C(O)C(OC1n1cnc2c1ncnc2N)COP(=O)(OC1C(O)C(OC1n1cnc2c1ncnc2N)COP(=O)(O)O)O)O)O)O)COCCCNC(=O)CCCOc1cccc(c1)c1nc2c([nH]1)ccc(c2)c1nc2c([nH]1)cc(cc2)N1CCN(CC1)C
MOL_444153c0b9f3,Target_lig_396,Azepane aminoglycoside mimic 3,O1[C@H](O[C@@H]2C[C@H](NCC[C@H]2N)CO)[C@H]([C@@H]([C@H]([C@@H]1CN)O)O)N
MOL_b9fa4c0fee5e,Target_lig_1154,SAC,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCC(C(=O)O)N)O)O)N
MOL_1dda5ccdf6d7,Target_lig_1255,PC1,NC1=NC(=O)C(N)=C(N)N1
MOL_acc3f5fdd50e,Target_lig_725,Aniline_analog_1,CC1=CC=CC=C1NCC(CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br)O
MOL_7b764d3ddb85,Target_lig_1133,Rbt556,NCCCOc1ccc(cc1CNCCC1CCNCC1)c1ccc2c(n1)cccc2
MOL_74d0b20d49d1,Target_lig_1054,NRAS SAR 2,Fc1ccc(cc1)c1nnc(o1)c1nc(NCCc2ccco2)c2c(n1)cccc2
MOL_6a9de1add8e0,Target_lig_668,Harmane,CC1=NC=CC2=C1NC3=CC=CC=C23
MOL_40f6d0b985de,Target_lig_1232,NSC119236,CCOC(=O)C1=C2C=CC=CN2C3=C1C(=O)C4=CC=CC=C4C3=O
MOL_0f35c273adfc,Target_lig_278,Perazidoparomomycin derivative 4,[C@@H]1([C@H]([C@H]([C@H](O[C@H]1CNNC(=O)OC(C)(C)C)O[C@H]1[C@@H]([C@H]([C@H](C[C@H]1N)N)O)O[C@H]1O[C@@H]([C@H]([C@@H]1O)O[C@@H]1CO[C@H]([C@@H]([C@H]1O)O)CN)CO)N)O)O
MOL_3e25ea942eea,Target_lig_356,Bifunctional_aminoglycoside_derivative_4,[C@@H]1([C@H]([C@H]([C@@H]([C@@H](C1)N)OC[C@@H](CN(CCCCCCN(C)C[C@@H](CO[C@@H]1[C@@H](C[C@H]([C@@H]([C@H]1O)O)N)N)O)C)O)O)O)N
MOL_025cb6703474,Target_lig_1002,Compound 3db,CC(=O)Nc1scc(n1)c1cccc(c1)NC(=O)[C@H]1C[C@@H]([C@H](O1)COCOC(=O)C(CCCN=C(N)N)N)OCOC(=O)C(CCCN=C(N)N)N
MOL_ebe621f6f513,Target_lig_583,NSC61809,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C
MOL_08113ac12150,Target_lig_1121,"2,4,5,6-tetraaminopyrimidine",C1(=C(N=C(N=C1N)N)N)N
MOL_1cc02cb4c39e,Target_lig_521,N-propylbutanamide derivative,CCCNC(=O)CCCOC1=CC=CC(=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N6CCN(CC6)C
MOL_5a28881cde30,Target_lig_754,Neomycin_nucleobase_3d,NCC1OC(OC2C(Cn3nnc(c3)Cn3cnc4c3[nH]c(N)nc4=O)OC(C2O)OC2C(O)C(N)CC(C2OC2OC(CN)C(C(C2N)O)O)N)C(C(C1O)O)N
MOL_fcb74dcdc6cf,Target_lig_105,"2-((2,2,6,6-tetramethylpiperidin-4-ylamino)methyl)phenol",CC1(CC(CC(N1)(C)C)NCC2=CC=CC=C2O)C
MOL_8f31a40722ea,Target_lig_78,Kasugamycin,CC1C(CC(C(O1)OC2C(C(C(C(C2O)O)O)O)O)N)N=C(C(=O)O)N
MOL_33c9d681ac2d,Target_lig_462,benzimidazole_analog_rRNA_46,c1(c(cc2c(c1)nc(n2CC(=O)Oc1ccc(cc1)C)C1CCNCC1)Cl)Cl
MOL_18dcc70c7cf4,Target_lig_1074,Hit S8,COC1=C(C=C(C=C1)CN2CCC(CC2)N3CCN(CC3)CCO)OCC4=CC=CC=C4
MOL_8459adca34c0,Target_lig_157,"1,3-dimethyluric acid",CN1C2=C(C(=O)N(C1=O)C)NC(=O)N2
MOL_b84a93b8f34c,Target_lig_258,Aminoglycoside derivative 8,[C@@H]1([C@@H]([C@H]([C@@H](O[C@@H]1CO)O[C@@H]1[C@H]([C@@H]([C@H](C[C@H]1N)N)O)O[C@@H]1OC[C@H]([C@@H]1OCCNCCN1CCNCC1)O[C@H]1[C@H]([C@@H](C[C@@H](O1)CN)O)N)N)O)O
MOL_7370607b0657,Target_lig_1221,Cinchonidine,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O
MOL_056176b249b6,Target_lig_1165,cmt1,NC(=O)C1=C(O)C2(C(CC1=O)CC1C(=C(O)c3c(C1(C)O)cccc3O)C2=O)O
MOL_82e68f35b194,Target_lig_773,Neamine-6b,NCC1OC(OC2C(N)CC(C(C2O)O)N)C(C(C1OCn1nnc(c1)CC(=O)Nc1cccc(c1)c1csc(n1)NC(=O)C)O)N
MOL_1ba7064647e8,Target_lig_231,Tigecycline_mol,CC(C)(C)NCC(=O)NC1=CC(=C2CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C
MOL_4958fbf8cc4c,Target_lig_1278,SMB1,N=[N+]=NCCCNC(=O)CCCOc1cccc(c1)c1nc2c([nH]1)ccc(c2)c1nc2c([nH]1)cc(cc2)N1CCN(CC1)C
MOL_2c7b2a6bd00e,Target_lig_432,benzimidazole_analog_rRNA_15,C1CNCCC1C2=NC3=C(N2)C=C(C=C3)Br
MOL_575b5352b330,Target_lig_733,Aniline_analog_9,CCOc1ccc(cc1Cl)NCC(Cn1c2ccc(cc2c2c1ccc(c2)Br)Br)O
MOL_5ad3077e0f36,Target_lig_730,Aniline_analog_6,CCCOc1ccc(cc1)NCC(Cn1c2ccc(cc2c2c1ccc(c2)Br)Br)O
MOL_fe753b14bb8e,Target_lig_1224,ethylquinoline_carboxamide derivative 2,NCCCNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](NC(=O)c1cc2ccccc2nc1C)CSSC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCCCN)Cc1ccccc1)NC(=O)c1cc2ccccc2nc1C
MOL_33b177c893d5,Target_lig_233,Eryrthromycin,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O
MOL_da607d4a4e24,Target_lig_243,CMC6_diphenylfuran,CC(C)N=C(C1=CC=CC(=C1)C2=CC=C(O2)C3=CC(=CC=C3)C(=NC(C)C)N)N
MOL_a8cad36325dd,Target_lig_91,"N,N-dimethylquinolin-2-amine",CN(C)C1=NC2=CC=CC=C2C=C1
MOL_87677612b338,Target_lig_90,"N,N,4-trimethylquinolin-2-amine",CC1=C(C2=C(C=C1)C(=CC(=N2)N)C)C
MOL_b4b5199fe2e8,Target_lig_707,Compound 1 (2017),CCN(CC)CCOC1=CC=C(C=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4NC(=O)CCN5CCN(CC5)C
MOL_1b0892560428,Target_lig_1210,Neamine_derivative_30,N[C@@H]1C[C@H](N)[C@H]([C@@H]([C@H]1OCn1nccc1C(F)(F)F)O)O
MOL_cffef22018f5,Target_lig_444,benzimidazole_analog_rRNA_28,C1CNCCC1C2=NC3=CC(=C(C=C3N2CC4=C(C(=C(C(=C4F)F)C(F)(F)F)F)F)Cl)Cl
MOL_c5907b8c2161,Target_lig_72,cyanocobalamine,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]
MOL_eea118297bd5,Target_lig_705,DPQ10,COC1=CC2=[NH+]C(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1CC1
MOL_732dddba2d02,Target_lig_1271,Netilmicin,CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N
MOL_e51032a313bf,Target_lig_605,SL3 RNA_ligand1,CC1=CC=CN2C1=NC3=C(C2=O)C=C(C(=N)N3CCOCCO)C(=O)N[C@@H](C)C4=CC=CC=C4
MOL_9bccbdbcaed9,Target_lig_727,Aniline_analog_3,COC1=CC(=C(C=C1)NCC(CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br)O)OC
MOL_45e5dea42c1b,Target_lig_211,3_phenothiazine_analog_2,c1c(ccc2Sc3ccccc3N(c12)CCCN[C@H](CCSC)O)C(=O)C
MOL_0456b65ca5e3,Target_lig_450,benzimidazole_analog_rRNA_34,CC(C)(C)C1=CC=C(C=C1)CN2C3=CC(=C(C=C3N=C2C4CCNCC4)Cl)Cl
MOL_5854fa942a24,Target_lig_428,benzimidazole_analog_rRNA_11,CC(=O)N1CCC(CC1)C2=NC3=C(N2)C=C(C=C3)[N+](=O)[O-]
MOL_fd6c3bc00267,Target_lig_625,Triptycene 1,[NH3+]CCCC[C@H]([NH3+])C(=O)NC1=CC2=C(C=C1)C1C3=CC=C(NC(=O)[C@@H]([NH3+])CCCC[NH3+])C=C3C2C2=C1C=CC(NC(=O)[C@@H]([NH3+])CCCC[NH3+])=C2
MOL_71b9b158ccdc,Target_lig_699,S-Amino acid conjugate 3b,CC(=O)NC1=NC(=CS1)C1=CC(NC(=O)[C@@H]([NH3+])CC2=CNC=N2)=CC=C1
MOL_0f31f76cdeb4,Target_lig_769,Neomycin-4d,NCC1OC(OC2C(Cn3nnc(c3)c3cccc(c3)C(=O)Nc3cccc(c3)c3csc(n3)NC(=O)C)OC(C2O)OC2C(O)C(N)CC(C2OC2OC(CN)C(C(C2N)O)O)N)C(C(C1O)O)N
MOL_a3b5e16f0f82,Target_lig_229,Streptogramin_B,CC[C@@H]1C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)N3CCC(=O)C[C@H]3C(=O)N[C@H](C(=O)O[C@@H]([C@@H](C(=O)N1)NC(=O)C4=C(C=CC=N4)O)C)C5=CC=CC=C5)CC6=CC=C(C=C6)N(C)C)C
MOL_6ee798420f39,Target_lig_1016,AMND-C2-NH2,NCCNc1ccc2c(n1)nccc2
MOL_9519ada715fb,Target_lig_214,2-chloro-10-methylpyrrolidin_phenothiazine_der,c1cccc2Sc3ccc(cc3N(c12)CCN1CCCC1)Cl
MOL_ed44492be56e,Target_lig_663,Ribocil-B,CNC1=NC=C(C=N1)CN2CCC[C@@H](C2)C3=NC(=CC(=O)N3)C4=CC=CS4
MOL_3ad909eedab0,Target_lig_1060,NRAS SAR 12,CC1=CC(=CC=C1)C2=NN=C(O2)C3=NC4=CC=CC=C4C(=N3)NCCN5CCOCC5
MOL_e1dd4ba1f366,Target_lig_226,Benzimidazole3ibis,CN(C)CCCN1C2=C(C=CC(=C2)OCCCN(C)C)N=C1N
MOL_739c38202c04,Target_lig_195,hydroxymethyl_piperidinyl_propyl_phenothiazinyl_ethanone,c1c(ccc2Sc3ccccc3N(c12)CCCN1CCC[C@H](C1)CO)C(=O)C
MOL_c3c33ecd45ec,Target_lig_742,Carbazole_analog_20,CCOc1ccc(cc1)NCC(Cn1c2cc(Br)ccc2c2c1cc(Br)cc2)O
MOL_ea79961d00f8,Target_lig_366,Neamine derivative_7,[C@H]1([C@H]([C@@H]([C@@H](O[C@@H]1CN)O[C@H]1[C@H]([C@H]([C@@H](C[C@H]1N)NC(=O)Cc1cccc(c1)N)OCCNCCCCN)O)N)O)O
MOL_db409ad7a4c4,Target_lig_572,dicarba_analog_2,N([C@H](C(=O)N1[C@H](CCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCCCN)CCCC[C@H](NC(=O)c1c(nc2c(c1)cccc2)CC)C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCN)C(=O)c1c2c(nc(c1)CC)cccc2
MOL_80ed5e7caaf2,Target_lig_745,Carbazole_analog_23,CCOC1=CC=C(C=C1)NCC(CN2C3=C(C=C(C=C3)Cl)C4=C2C=CC(=C4)Cl)O
MOL_2fbd1cb45039,Target_lig_1125,Rbt429,NCCCOc1ccc(cc1CNCCCCNC(=N)N)c1cc2c(o1)cccc2
MOL_975b3eeff2ee,Target_lig_433,benzimidazole_analog_rRNA_16,C1CNCCC1C2=NC3=C(N2)C=C(C=C3)Cl
MOL_4d7eee8a4ca2,Target_lig_455,benzimidazole_analog_rRNA_39,COC(=O)CN1C2=CC(=C(C=C2N=C1C3CCNCC3)Cl)Cl
MOL_346d7a0a377b,Target_lig_477,Phenothiazine 4,C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O
MOL_4763dd77f671,Target_lig_121,N-(2-morpholinoethyl)-1-(naphthalen-1-ylmethyl)piperidine-4-carboxamide,C1CN(CCC1C(=O)NCCN2CCOCC2)CC3=CC=CC4=CC=CC=C43
MOL_40b1efc21521,Target_lig_755,Neomycin_nucleobase_3e,NCC1OC(OC2C(Cn3nnc(c3)CCCC(=O)Nc3cccc(c3)c3ncc(s3)NC(=O)C)OC(C2O)OC2C(O)C(N)CC(C2OC2OC(CN)C(C(C2N)O)O)N)C(C(C1O)O)N
MOL_e7ae568e3ab0,Target_lig_335,SB-571519,[C@@H]1(C[C@]([C@@H]([C@@H]([C@]23[C@@H]([C@]1([C@@H](CC3)C)C)C(=O)[C@H](C2)O)C)O)(C)C=C)OC(=O)NC(=O)c1ccc(nn1)N
MOL_e6a64e0b21eb,Target_lig_256,Aminoglycoside derivative 6,[C@@H]1([C@@H]([C@H]([C@@H](O[C@@H]1CO)O[C@@H]1[C@H]([C@@H]([C@H](C[C@@H]1N)N)O)O[C@H]1OC[C@H]([C@@H]1OCCN)O[C@H]1[C@@H]([C@H](C[C@H](O1)CN)O)N)N)O)O
MOL_9839e434508f,Target_lig_1063,NRAS SAR 17,Cc1ccc(cc1)c1nnc(o1)c1nc(NCc2cccc3c2OCO3)c2c(n1)cccc2
MOL_1e739225b5ff,Target_lig_1240,"Compound (4S,5R)-1",O=C(Cc1ccccc1)OCC1OC(=O)N[C@H]1CN1CCN(CC1)c1ccccc1
MOL_e7a1cc21499e,Target_lig_124,benzodiazolyl_methyl_sulfanylmethanimidamide,N=C(N)SCc1nc2C=C=C=Cc2n1CCC1=C=C=C=C=C1
MOL_e2b8967ce4fe,Target_lig_336,Proflavin,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N
MOL_8f4cded8630e,Target_lig_561,biotin dimer,N=C1N[C@@H]2CS[C@@H]([C@H]2N1)CCCCC(=O)NCCOCCOCCNC(=O)CCCC[C@H]1[C@@H]2NC(=N)N[C@H]2CS1
MOL_d51fa3a3c735,Target_lig_420,benzimidazole_analog_rRNA_1,C1C[C@@H](C[C@@H]1C2=NC3=C(N2)C=C(C=C3)[N+](=O)[O-])N
MOL_b7ecdd730432,Target_lig_737,Aniline_analog_13,CCOC1=CC=C(C=C1)NCC(CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br)O
MOL_2a4b637d8532,Target_lig_1023,SMB3,CCCN(C(=O)CN(C(=O)NCc1nnn(c1)CCCCC(=O)CCCOc1ccc(cc1)c1nc2c([nH]1)ccc(c2)c1ccc(cc1)N1CCN(CC1)C)CCC)CC(=O)N(CC(=O)N(Cc1nnn(c1)CCCCC(=O)CCCOc1ccc(cc1)c1nc2c([nH]1)ccc(c2)c1ccc(cc1)N1CCN(CC1)C)CC(=O)N)CCC
MOL_33e4e8cd20d0,Target_lig_763,Neomycin-3b,NCC1OC(OC2C(Cn3nnc(c3)CCC(=O)Nc3cccc(c3)c3csc(n3)NC(=O)c3ccc(cc3)Cl)OC(C2O)OC2C(O)C(N)CC(C2OC2OC(CN)C(C(C2N)O)O)N)C(C(C1O)O)N
MOL_d2e2e4f550e3,Target_lig_162,Hypoxanthine,C1=NC2=C(N1)C(=O)N=CN2
MOL_7ee64aa909e0,Target_lig_1239,"Compound (4R,5S)-1",O=C(Cc1ccccc1)OC[C@H]1OC(=O)NC1CN1CCN(CC1)c1ccccc1
MOL_4d912a4fe25c,Target_lig_758,Neomycin_nucleobase_3h,NCC1OC(OC2C(Cn3nnc(c3)Cn3cnc(c3)c3cccc(c3)NC(=O)c3ccccc3)OC(C2O)OC2C(O)C(N)CC(C2OC2OC(CN)C(C(C2N)O)O)N)C(C(C1O)O)N
MOL_6d08971e3056,Target_lig_558,D-Cytidine,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
MOL_411f98b68f65,Target_lig_135,"4-hydroxy-2-oxo-N-(3-(piperidin-1-yl)propyl)-1,2,3,4,5,6,7,8-octahydroquinoline-3-carboxamide",OC1C(C(NC=2CCCCC12)=O)C(=O)NCCCN1CCCCC1
MOL_606b576d67f2,Target_lig_273,Aminoglycoside derivative 25,[C@H]1([C@H]([C@@H]([C@H](O[C@H]1CO)O[C@@H]1[C@H]([C@H]([C@@H](C[C@H]1N)N)O)O[C@@H]1OC[C@@H]([C@@H]1OCCNCCc1ccc(cc1)c1ccccc1)O[C@H]1[C@H]([C@@H](C[C@@H](O1)CN)O)N)N)O)O
MOL_6ff295383b51,Target_lig_440,benzimidazole_analog_rRNA_24,C1CNCCC1C2=NC3=CC=CC=C3S2
MOL_f56ab2a73af2,Target_lig_361,Neamine derivative_2,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)OCCNCCCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)N
MOL_92539ee6eb38,Target_lig_706,Compound 43 (MTDB),CCOC(=O)C1=CC=CC=C1NC(=O)N2CCCN(CC2)CC3=CSC(=N3)C
MOL_fb273c5f20fa,Target_lig_304,Ethyl paromomycin derivative 2,[C@H]1([C@@H]([C@H]([C@H](C[C@@H]1CO)O[C@H]1[C@@H]([C@@H]([C@H](C[C@H]1N)N)O)O[C@@H]1O[C@@H]([C@H]([C@H]1O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)CN)O)O)N)COCN(C)C)N)O)O
MOL_515a6bb609c5,Target_lig_435,benzimidazole_analog_rRNA_18,CC1=CC2=C(C=C1Cl)N=C(N2)C3CCNCC3
MOL_e3ba273f3d97,Target_lig_695,Cyproheptadine,C[NH+]1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1
MOL_cd3ce5dc8ba9,Target_lig_1026,SMC2-2,CCCN(C(=O)N(Cc1nnn(c1)CCCCC(=O)CCCOc1c(cc(cc1C(C)(C)C)c1nc2c([nH]1)ccc(c2)N1CCN(CC1)C)C(C)(C)C)CC(=O)NCCCCNCCCNC(=O)c1csc(n1)c1csc(n1)CCNC(=O)C(C(O)C)NC(=O)C(C(C(NC(=O)C(C(c1cnc[nH]1)OC1OC(CO)C(C(C1OC1OC(CO)C(C(C1O)OC(=O)N)O)O)O)NC(=O)c1nc(nc(c1C)N)C(CC(=O)N)NCC(C(=O)N)N)C)O)C)CC(=O)N(C(=O)CCCOc1ccc(cc1)c1nc2c([nH]1)ccc(c2)N1CCN(CC1)C)CCC
MOL_6bfabc6a2fdb,Target_lig_674,Methylquinolinium 24,CCN1C2=C(C=CC=C2)C2=C1C=CC(C=CC1=CC(N3CC[NH+](C)CC3)=C3C=CC=CC3=[N+]1C)=C2
MOL_d1afa1cb69ce,Target_lig_155,caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
MOL_7355338372ff,Target_lig_1039,B8,C1N(C2=CC=CC=C2N(C1)C(=O)/C=C/C3=CC=CC=C3)C(=O)/C=C/C4=CC=CC=C4
MOL_9ef2417415f0,Target_lig_355,Bifunctional_aminoglycoside_derivative_3,[C@@H]1([C@H]([C@H]([C@@H](O[C@@H]1CN)OC[C@@H](CN(CCCCCCN(C)C[C@H](CO[C@@H]1O[C@H]([C@@H]([C@@H]([C@H]1N)O)O)CN)O)C)O)N)O)O
MOL_185dfe5ae60c,Target_lig_606,SL3 RNA_ligand3,C1=CC=C2C=C(C=CC2=C1)/C=C/3\C(=O)N=C(S3)N
MOL_626a5450a736,Target_lig_266,Aminoglycoside derivative 17,[C@H]1([C@H]([C@H]([C@@H](O[C@H]1CO)O[C@H]1[C@@H]([C@@H]([C@H](C[C@H]1N)N)O)O[C@@H]1OC[C@H]([C@H]1OCCNc1cccc(c1)O)O[C@@H]1[C@@H]([C@H](C[C@@H](O1)CN)O)N)N)O)O
MOL_b3a664429d5a,Target_lig_635,2H-5,CCCN(CC(=O)N(CCC)CC(=O)N(CCC)CC(=O)N(CCC)CC(=O)N(CCC)CC(=O)N(CC(N)=O)CC1=CN(CCCNC(=O)CCCOC2=CC=CC(=C2)C2=NC3=CC(=CC=C3N2)C2=NC3=CC(=CC=C3N2)N2CC[NH+](C)CC2)N=N1)C(=O)CNCC1=CN(CCCNC(=O)CCCOC2=CC=CC(=C2)C2=NC3=CC(=CC=C3N2)C2=NC3=CC(=CC=C3N2)N2CC[NH+](C)CC2)N=N1
MOL_02b414cdca8d,Target_lig_1208,Neamine_derivative_28,N[C@@H]1C[C@H](N)[C@H]([C@@H]([C@H]1OCn1nc2c(n1)cccn2)O)O
MOL_ccbc988208d6,Target_lig_268,Aminoglycoside derivative 19,[C@H]1([C@H]([C@@H]([C@H](O[C@@H]1CO)O[C@@H]1[C@H]([C@H]([C@@H](C[C@H]1N)N)O)O[C@H]1OC[C@@H]([C@H]1OCCNCc1ccnc(c1)N)O[C@H]1[C@H]([C@@H](C[C@H](O1)CN)O)N)N)O)O
MOL_7d1bb69bddd7,Target_lig_515,hexanamide derivative_2,CCc1nc2c(cccc2)cc1C(=O)N1CCC[C@@H]1C(=O)N[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)NCCCN)NC(=O)[C@@H]1CCCN1C(=O)c1cc2c(OCO2)cc1)C(=O)N[C@H](CCCCN)C(=O)NCCCN
MOL_7448cbbca165,Target_lig_860,SMN2_compound_2,O=C(OC(C)(C)C)NCCN1CCN(C[C@@H]1C)c1ccc2c(c1)oc(=O)c(c2)c1cn2c(n1)c(C)nc(c2)C
MOL_2f7b88de43d5,Target_lig_106,2-(hydroxymethyl)-5-(5-phenyl-4-(quinolin-3-yl)-1H-imidazol-2-yl)phenol,OCC1=C=C=C(c2nc(C3=C=NC4=C(C=C=C=C4)C3)c(C3=C=C=C=C=C3)[nH]2)C=C1O
MOL_e2b82c23538d,Target_lig_667,Dequalinium,CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C
MOL_127ab54db1da,Target_lig_254,Aminoglycoside derivative 3,[C@H]1([C@@H]([C@H]([C@@H](O[C@H]1CO)O[C@H]1[C@@H]([C@@H]([C@H](C[C@@H]1N)N)O)O[C@@H]1OC[C@H]([C@@H]1OCCNCCCN)O[C@H]1[C@@H]([C@H](C[C@H](O1)CN)O)N)N)O)O
MOL_f8a506d7ae0c,Target_lig_201,"3-(4-methoxy-10H-phenothiazin-10-yl)-N,N-dimethylpropan-1-amine",COC1=CC=CC=2N(C3=CC=CC=C3SC12)CCCN(C)C
MOL_6377ca0d901c,Target_lig_659,DCC 4 (2017),CCC1=C(C=C2C=C3C=CC=CC3=CC2=N1)C(=O)N[C@@H](CC1=CN(CC[C@H](N(C)C(=O)C2=C(CC)N=C3C=C4C=CC=CC4=CC3=C2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC2=CC=CC=C2)C(=O)NCCC[NH3+])N=N1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NCCC[NH3+]
MOL_77be8ac2254d,Target_lig_741,Carbazole_analog_19,OC(Cn1c2ccc(cc2c2c1cccc2)Br)CNc1ccc(cc1)N1CCOCC1
MOL_f5093420e77d,Target_lig_516,"triazine-2,4,6-triamine derivative",COC1=CC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NCCCCNC4=NC(=NC(=N4)N)N
